0,1,2,3,4,5,6,7,8,9,10,11,12,13
1/15 One Fifteenth Coffee,Tipe KulinerKafe,"
                  
                  Jl. Dr. Kusuma Atmaja No. 79, Menteng, Jakarta Pusat
                ",https://pergikuliner.com/restaurants/jakarta/1-15-one-fifteenth-coffee-menteng,Cabang: ya,"""Tunai,Visa,Master,Debet""",,"
                  Rp. 100.000 - Rp. 200.000 /orang
                ","<bound method PageElement.get_text of <time itemprop=""openingHours"">Senin - Minggu (07:00 - 20:00)</time>>","Wifi,Area merokok,Area outdoor,Bisa reservasi,Area parkir,Alkohol","Pesan antar,24 Jam,100% Halal,Ruang VIP,Vegetarian",081290002128,3.96,"4.1,4.0,4.1,4.1"
Bakerzin,Tipe KulinerBarat,"
                  Paris Van Java, Lantai Ground (Resort Level)
                  Jl. Sukajadi No. 137 - 139, Sukajadi, Bandung
                ",https://pergikuliner.com/restaurants/bandung/bakerzin-sukajadi,Cabang: ya,"""Tunai,Visa,Master,Debet,Ovo""",,"
                  Rp. 100.000 - Rp. 200.000 /orang
                ","<bound method PageElement.get_text of <time itemprop=""openingHours"">Senin - Minggu (10:00 - 19:00)</time>>","Wifi,Pesan antar,Area merokok,Area outdoor,100% Halal,Bisa reservasi,Area parkir","24 Jam,Ruang VIP,Alkohol,Vegetarian",022 82063582,3.99,"4.1,4.5,4.1,4.4"
Toast Box,"Tipe KulinerKafe,Singapura","
                  Gandaria City, Lantai Ground
                  Jl. Sultan Iskandar Muda, Gandaria, Jakarta Selatan
                ",https://pergikuliner.com/restaurants/jakarta/toast-box-gandaria,Cabang: ya,"""Tunai,Visa,Master,Debet""",,"
                  Rp. 50.000 - Rp. 100.000 /orang
                ","<bound method PageElement.get_text of <time itemprop=""openingHours"">Senin - Minggu (08:00 - 22:00)</time>>","100% Halal,Area parkir","Wifi,Pesan antar,Area merokok,Area outdoor,24 Jam,Ruang VIP,Bisa reservasi,Alkohol,Vegetarian",021 2295 6067,4.03,"4.1,4.1,4.1"
Bolan Thai Street Kitchen,Tipe KulinerThailand,"
                  Ruko Spectra, Blok 23C No. 5
                  Jl. Jalur Sutera, Alam Sutera, Serpong, Tangerang Selatan
                ",https://pergikuliner.com/restaurants/tangerang/bolan-thai-street-kitchen-alam-sutera,"PembayaranTunai, Visa, Master, Debet","""Tunai,Visa,Master,Debet""",,"
                  Rp. 50.000 - Rp. 100.000 /orang
                ","<bound method PageElement.get_text of <time itemprop=""openingHours"">Senin - Jumat (11:00 - 21:00), Sabtu - Minggu (11:00 - 22:00)</time>>","Wifi,Area merokok,Area outdoor,100% Halal,Bisa reservasi,Area parkir","Pesan antar,24 Jam,Ruang VIP,Alkohol,Vegetarian",081290206661,3.98,"4.1,4.1,4.0"
First Love Patisserie,Tipe KulinerToko Kue,"
                  Mal Kelapa Gading 3, Lantai Ground
                  Jl. Kelapa Gading Boulevard, Kelapa Gading, Jakarta Utara
                    

                      ( Alamat Lama: 
                      Mal Kelapa Gading 3, Lantai 1, Jl. Kelapa Gading Boulevard, Kelapa Gading, Jakarta Utara 
                      )
                    
",https://pergikuliner.com/restaurants/jakarta/first-love-patisserie-kelapa-gading-2,Cabang: ya,"""Tunai,Visa,Master,Debet""",,"
                  Di bawah Rp. 50.000 /orang
                ","<bound method PageElement.get_text of <time itemprop=""openingHours"">Senin - Minggu (10:00 - 22:00)</time>>","Wifi,Pesan antar,100% Halal,Area parkir","Area merokok,Area outdoor,24 Jam,Ruang VIP,Bisa reservasi,Alkohol,Vegetarian",021 45878244,3.98,"4.3,4.0,4.0"
Lawless Burgerbar,Tipe KulinerBarat,"
                  
                  Jl. Kemang Selatan VIII No. 67H, Kemang, Jakarta Selatan
                ",https://pergikuliner.com/restaurants/jakarta/lawless-burgerbar-kemang,Cabang: ya,"""Tunai,Visa,Master,Debet""",,"
                  Rp. 100.000 - Rp. 200.000 /orang
                ","<bound method PageElement.get_text of <time itemprop=""openingHours"">Senin - Jumat (10:00 - 23:00), Sabtu - Minggu (08:00 - 23:00)</time>>","Wifi,Area merokok,Area outdoor,100% Halal,Bisa reservasi,Area parkir,Alkohol","Pesan antar,24 Jam,Ruang VIP,Vegetarian",081383067839‬,3.86,4.4
Sushi Tei,Tipe KulinerJepang,"
                  Kota Kasablanka, Lantai 1
                  Jl. Casablanca Raya, Tebet, Jakarta Selatan
                ",https://pergikuliner.com/restaurants/jakarta/sushi-tei-tebet,Cabang: ya,"""Tunai,Visa,Master,Debet,Go-pay,Ovo,Dana""",,"
                  Rp. 100.000 - Rp. 200.000 /orang
                ","<bound method PageElement.get_text of <time itemprop=""openingHours"">Senin - Minggu (10:00 - 21:00)</time>>","100% Halal,Ruang VIP,Bisa reservasi,Area parkir","Wifi,Pesan antar,Area merokok,Area outdoor,24 Jam,Alkohol,Vegetarian",021 29488752,3.93,"4.3,4.0"
Aloha Aina,Tipe KulinerBarat,"
                  
                  Jl. Cigadung Raya Barat No. 3, Cigadung, Bandung
                ",https://pergikuliner.com/restaurants/bandung/aloha-aina-cigadung,PembayaranTunai,"""Tunai""",,"
                  Rp. 50.000 - Rp. 100.000 /orang
                ","<bound method PageElement.get_text of <time itemprop=""openingHours"">Rabu - Minggu (15:00 - 22:00), Senin - Selasa Tutup</time>>","Wifi,Area merokok,100% Halal,Bisa reservasi,Area parkir","Pesan antar,Area outdoor,24 Jam,Ruang VIP,Alkohol,Vegetarian",081313563312,4.5,"4.8,4.5,4.5,4.5,4.3"
Abura Soba Yamatoten,Tipe KulinerJepang,"
                  PIK Avenue, Lantai 2, Dotonbori Food Town
                  Jl. Pantai Indah Kapuk, Pantai Indah Kapuk, Penjaringan, Jakarta Utara
                    

                      ( Alamat Lama: 
                      Ruko Garden House, Blok A No. 12, Bukit Golf Mediterania, Jl. Pantai Indah Kapuk, Pantai Indah Kapuk, Penjaringan, Jakarta Utara 
                      )
                    
",https://pergikuliner.com/restaurants/jakarta/abura-soba-yamatoten-pantai-indah-kapuk,Cabang: ya,"""Tunai,Visa,Master,Debet""",,"
                  Rp. 50.000 - Rp. 100.000 /orang
                ","<bound method PageElement.get_text of <time itemprop=""openingHours"">Senin - Minggu (10:00 - 21:00)</time>>","Area parkir,Alkohol","Wifi,Pesan antar,Area merokok,Area outdoor,24 Jam,100% Halal,Ruang VIP,Bisa reservasi,Vegetarian",021 22571966,3.92,"4.4,4.0"
Kitchenette,"Tipe KulinerBarat,Italia","
                  Plaza Indonesia, Lantai 2
                  Jl. MH Thamrin, Thamrin, Jakarta Pusat
                ",https://pergikuliner.com/restaurants/jakarta/kitchenette-thamrin,Cabang: ya,"""Tunai,Visa,Master,Debet""",,"
                  Rp. 100.000 - Rp. 200.000 /orang
                ","<bound method PageElement.get_text of <time itemprop=""openingHours"">Senin - Minggu (10:00 - 22:00)</time>>","Wifi,Area merokok,Bisa reservasi,Area parkir,Alkohol","Pesan antar,Area outdoor,24 Jam,100% Halal,Ruang VIP,Vegetarian",021 29923580,3.99,"4.4,4.0,4.0,4.1"
Ikkudo Ichi,Tipe KulinerJepang,"
                  Flavor Bliss
                  Jl. Alam Sutera Boulevard, Alam Sutera, Serpong, Tangerang Selatan
                ",https://pergikuliner.com/restaurants/tangerang/ikkudo-ichi-alam-sutera,Cabang: ya,"""Tunai,Visa,Master,Debet""",,"
                  Rp. 50.000 - Rp. 100.000 /orang
                ","<bound method PageElement.get_text of <time itemprop=""openingHours"">Senin - Minggu (10:00 - 21:00)</time>>","Area merokok,Area outdoor,Bisa reservasi,Area parkir","Wifi,Pesan antar,24 Jam,100% Halal,Ruang VIP,Alkohol,Vegetarian",021 29005060,3.94,4.4
Fore Coffee,Tipe KulinerKafe,"
                  Tunjungan Plaza 6, Lantai 3
                  Jl. Basuki Rahmat No. 8 - 12, Tegalsari, Surabaya
                ",https://pergikuliner.com/restaurants/surabaya/fore-coffee-tegalsari,Cabang: ya,"""Tunai,Debet,Go-pay,Ovo""",,"
                  Di bawah Rp. 50.000 /orang
                ","<bound method PageElement.get_text of <time itemprop=""openingHours"">Senin - Minggu (10:00 - 22:00)</time>>","Wifi,100% Halal,Area parkir","Pesan antar,Area merokok,Area outdoor,24 Jam,Ruang VIP,Bisa reservasi,Alkohol,Vegetarian",081211118456,3.97,"4.0,4.0,4.0,4.0"
Kumikave,Tipe KulinerIndonesia,"
                  Ruko Mendrisio 3, Blok C No. 7
                  Jl. BSD Raya Utama, Gading Serpong, Serpong, Tangerang
                ",https://pergikuliner.com/restaurants/tangerang/kumikave-gading-serpong,"PembayaranTunai, Debet, Go-pay, Ovo, Dana","""Tunai,Debet,Go-pay,Ovo,Dana""",,"
                  Di bawah Rp. 50.000 /orang
                ","<bound method PageElement.get_text of <time itemprop=""openingHours"">Senin - Sabtu (09:30 - 20:00), Minggu Tutup</time>>","Wifi,Area merokok,Area outdoor,100% Halal,Bisa reservasi,Area parkir","Pesan antar,24 Jam,Ruang VIP,Alkohol,Vegetarian",087880001937,4.12,"4.1,4.2,4.4,4.1"
Mangkok Ku,"Jam Buka
Senin - Sabtu (10:00 - 22:00), Minggu (08:00 - 22:00)

Sudah Tutup

","
                  Kota Kasablanka, Lantai Lower Ground
                  Jl. Casablanca Raya, Tebet, Jakarta Selatan
                ",https://pergikuliner.com/restaurants/jakarta/mangkok-ku-tebet,Cabang: ya,"""Tunai""",,"
                  Rp. 50.000 - Rp. 100.000 /orang
                ","<bound method PageElement.get_text of <time itemprop=""openingHours"">Senin - Sabtu (10:00 - 22:00), Minggu (08:00 - 22:00)</time>>","100% Halal,Area parkir","Wifi,Pesan antar,Area merokok,Area outdoor,24 Jam,Ruang VIP,Bisa reservasi,Alkohol,Vegetarian",021 2295 6067,3.94,"4.2,4.0,4.1"
HokBen (Hoka Hoka Bento),"Jam Buka
Senin - Minggu (10:00 - 22:00)

Sudah Tutup

","
                  Royal Plaza, Lantai Ground
                  Jl. Jend. A. Yani No. 16 - 18, Wonokromo, Surabaya
                ",https://pergikuliner.com/restaurants/surabaya/hokben-hoka-hoka-bento-wonokromo,Cabang: ya,"""Tunai,Visa,Master,Debet""",,"
                  Rp. 50.000 - Rp. 100.000 /orang
                ","<bound method PageElement.get_text of <time itemprop=""openingHours"">Senin - Minggu (10:00 - 22:00)</time>>","Wifi,100% Halal,Bisa reservasi,Area parkir","Pesan antar,Area merokok,Area outdoor,24 Jam,Ruang VIP,Alkohol,Vegetarian",031 8271457,4.03,"4.4,4.3"
Bakmi Siantar Medan Akiong,Tipe KulinerChina,"
                  
                  Jl. Raya Villa Regency 1 Blok HC1 No. 6, Periuk, Tangerang
                ",https://pergikuliner.com/restaurants/tangerang/bakmi-siantar-medan-akiong-periuk,Cabang: ya,"""Tunai""",,"
                  Di bawah Rp. 50.000 /orang
                ","<bound method PageElement.get_text of <time itemprop=""openingHours"">Senin - Minggu (05:30 - 21:00)</time>>",Area merokok,"Wifi,Pesan antar,Area outdoor,24 Jam,100% Halal,Ruang VIP,Bisa reservasi,Area parkir,Alkohol,Vegetarian",021 55770222,4.23,"4.7,4.7,4.4,4.0"
Katsukita,Tipe KulinerJepang,"
                  The Breeze, Lantai Ground
                  Jl. Grand Boulevard, BSD, Serpong, Tangerang Selatan
                ",https://pergikuliner.com/restaurants/tangerang/katsukita-bsd,Cabang: ya,"""Tunai,Visa,Master,Debet""",,"
                  Rp. 100.000 - Rp. 200.000 /orang
                ","<bound method PageElement.get_text of <time itemprop=""openingHours"">Senin - Minggu (10:00 - 21:30)</time>>","Area merokok,Area outdoor,100% Halal,Bisa reservasi,Area parkir","Wifi,Pesan antar,24 Jam,Ruang VIP,Alkohol,Vegetarian",081320661201,4.09,"4.3,4.1,4.0,4.4"
Roemah Kentang 1908,Tipe KulinerIndonesia,"
                  
                  Jl. Banda No. 18, Banda, Riau, Bandung
                ",https://pergikuliner.com/restaurants/bandung/roemah-kentang-1908-banda,"PembayaranTunai, Visa, Master, Debet, Go-pay, Ovo, Dana","""Tunai,Visa,Master,Debet,Go-pay,Ovo,Dana""",,"
                  Rp. 100.000 - Rp. 200.000 /orang
                ","<bound method PageElement.get_text of <time itemprop=""openingHours"">Senin - Jumat (09:00 - 22:00), Sabtu - Minggu (08:00 - 22:00)</time>>","Wifi,Area merokok,Area outdoor,100% Halal,Ruang VIP,Bisa reservasi,Area parkir,Alkohol","Pesan antar,24 Jam,Vegetarian",081312557807,4.09,"4.0,4.6,4.0,4.6"
Kopi Laka Laka,Tipe KulinerKafe,"
                  
                  Jl. Burangrang No. 3, Burangrang, Bandung
                ",https://pergikuliner.com/restaurants/bandung/kopi-laka-laka-burangrang,Cabang: ya,"""Tunai,Visa,Master,Debet,Go-pay,Ovo,Dana""",,"
                  Di bawah Rp. 50.000 /orang
                ","<bound method PageElement.get_text of <time itemprop=""openingHours"">Senin - Minggu (08:00 - 20:00)</time>>","Wifi,Area merokok,Area outdoor,100% Halal,Area parkir","Pesan antar,24 Jam,Ruang VIP,Bisa reservasi,Alkohol,Vegetarian",021 2295 6067,4.09,"4.1,4.5,4.2"
Ta' Pe Rasa,Tipe KulinerIndonesia,"
                  Ruko Michelia, Blok B No. 1
                  Jl. Michelia, Gading Serpong, Serpong, Tangerang
                ",https://pergikuliner.com/restaurants/tangerang/ta-pe-rasa-gading-serpong,Kapasitas:  25 kursi,"""Tunai,Visa,Master,Debet,Go-pay""",,"
                  Di bawah Rp. 50.000 /orang
                ","<bound method PageElement.get_text of <time itemprop=""openingHours"">Senin - Sabtu (09:00 - 19:00), Minggu Tutup</time>>","100% Halal,Bisa reservasi,Area parkir","Wifi,Pesan antar,Area merokok,Area outdoor,24 Jam,Ruang VIP,Alkohol,Vegetarian",08118755988,4.09,"4.3,4.2,4.0,4.2"
Padang Merdeka,Tipe KulinerIndonesia,"
                  MaxOne Hotel
                  Jl. Hayam Wuruk No. 5, Hayam Wuruk, Jakarta Pusat
                ",https://pergikuliner.com/restaurants/jakarta/padang-merdeka-hayam-wuruk,Cabang: ya,"""Tunai,Visa,Master,Debet""",,"
                  Rp. 50.000 - Rp. 100.000 /orang
                ","<bound method PageElement.get_text of <time itemprop=""openingHours"">24 Jam</time>>","Wifi,Pesan antar,Area merokok,24 Jam,100% Halal,Bisa reservasi,Area parkir","Area outdoor,Ruang VIP,Alkohol,Vegetarian",021 21203406,3.92,"4.1,4.2,4.0"
J.CO Donuts & Coffee,Tipe KulinerKafe,"
                  Gandaria City, Lantai Lower Ground
                  Jl. Sultan Iskandar Muda, Gandaria, Jakarta Selatan
                ",https://pergikuliner.com/restaurants/jakarta/j-co-donuts-dan-coffee-gandaria,Cabang: ya,"""Tunai,Visa,Master,Debet""",,"
                  Di bawah Rp. 50.000 /orang
                ","<bound method PageElement.get_text of <time itemprop=""openingHours"">Senin - Minggu (10:00 - 22:00)</time>>","Wifi,100% Halal,Area parkir","Pesan antar,Area merokok,Area outdoor,24 Jam,Ruang VIP,Bisa reservasi,Alkohol,Vegetarian",021 29053287,3.89,4.2
J.CO Donuts & Coffee,Tipe KulinerKafe,"
                  Pondok Indah Mall 1, Lantai Ground
                  Jl. Metro Pondok Indah, Pondok Indah, Jakarta Selatan
                ",https://pergikuliner.com/restaurants/jakarta/j-co-donuts-dan-coffee-pondok-indah,Cabang: ya,"""Tunai,Visa,Master,Debet""",,"
                  Di bawah Rp. 50.000 /orang
                ","<bound method PageElement.get_text of <time itemprop=""openingHours"">Senin - Minggu (07:00 - 22:00)</time>>","Wifi,Pesan antar,Area merokok,Area outdoor,100% Halal,Bisa reservasi,Area parkir","24 Jam,Ruang VIP,Alkohol,Vegetarian",021 7506783,3.89,4.2
Fudgy Bro,Tipe KulinerToko Kue,"
                  Crumble Crew
                  Jl. Tulodong Bawah No. 1A, Senopati, Kebayoran Baru, Jakarta Selatan
                    

                      ( Alamat Lama: 
                      Barberbox, Jl. Hang Lekir I No. 9, Hang Lekir, Kebayoran Baru, Jakarta Selatan 
                      )
                    
",https://pergikuliner.com/restaurants/jakarta/fudgy-bro-senopati,Cabang: ya,"""Tunai,Visa,Master,Debet""",,"
                  Di bawah Rp. 50.000 /orang
                ","<bound method PageElement.get_text of <time itemprop=""openingHours"">Senin - Jumat (10:00 - 20:00), Sabtu (10:00 - 21:00), Minggu (08:00 - 21:00)</time>>","Wifi,Area merokok,Area outdoor,100% Halal,Area parkir","Pesan antar,24 Jam,Ruang VIP,Bisa reservasi,Alkohol,Vegetarian",0856976446043,4.67,"5.0,4.7,5.0,4.3,4.3"
Kopi Kenangan,Tipe KulinerKafe,"
                  The Breeze, Lantai Ground
                  Jl. Grand Boulevard, BSD, Serpong, Tangerang Selatan
                ",https://pergikuliner.com/restaurants/tangerang/kopi-kenangan-bsd,Cabang: ya,"""Tunai""",,"
                  Di bawah Rp. 50.000 /orang
                ","<bound method PageElement.get_text of <time itemprop=""openingHours"">Senin - Minggu (07:00 - 22:00)</time>>","100% Halal,Bisa reservasi,Area parkir","Wifi,Pesan antar,Area merokok,Area outdoor,24 Jam,Ruang VIP,Alkohol,Vegetarian",088210397035,4.18,"4.3,4.0,4.4,4.1,4.1"
Norge,Tipe KulinerEs Krim,"
                  
                  Jl. Banda No. 4, Banda, Riau, Bandung
                ",https://pergikuliner.com/restaurants/bandung/norge-banda,"PembayaranTunai, Debet, Go-pay, Ovo, Dana","""Tunai,Debet,Go-pay,Ovo,Dana""",,"
                  Di bawah Rp. 50.000 /orang
                ","<bound method PageElement.get_text of <time itemprop=""openingHours"">Senin - Minggu (12:00 - 21:00)</time>>","Wifi,Area merokok,Area outdoor,100% Halal,Bisa reservasi,Area parkir","Pesan antar,24 Jam,Ruang VIP,Alkohol,Vegetarian",022 7107480,4.2,"4.1,4.4,4.6,4.1"
kopimanyar,Tipe KulinerKafe,"
                  
                  Jl. Bintaro Tengah Blok O2 No. 14 (Bintaro Sektor 1), Bintaro, Jakarta Selatan
                ",https://pergikuliner.com/restaurants/jakarta/kopimanyar-bintaro,"PembayaranVisa, Master, Debet, Go-pay, Ovo, Dana","""Visa,Master,Debet,Go-pay,Ovo,Dana""",,"
                  Rp. 50.000 - Rp. 100.000 /orang
                ","<bound method PageElement.get_text of <time itemprop=""openingHours"">Senin - Minggu (08:00 - 20:00)</time>>","Wifi,Area merokok,Area outdoor,100% Halal,Bisa reservasi,Area parkir","Pesan antar,24 Jam,Ruang VIP,Alkohol,Vegetarian",021 7353932,3.87,4.4
Social Affair Coffee & Baked House,Tipe KulinerKafe,"
                  PIK Avenue, Lantai Ground
                  Jl. Pantai Indah Kapuk, Pantai Indah Kapuk, Penjaringan, Jakarta Utara
                    

                      ( Alamat Lama: 
                      Ruko Garden House, Blok B No. 17 - 18A, Bukit Golf Mediterania, Jl. Pantai Indah Kapuk, Pantai Indah Kapuk, Penjaringan, Jakarta Utara 
                      )
                    
",https://pergikuliner.com/restaurants/jakarta/social-affair-coffee-dan-baked-house-pantai-indah-kapuk-2,Cabang: ya,"""Tunai,Visa,Master,Debet""",,"
                  Rp. 100.000 - Rp. 200.000 /orang
                ","<bound method PageElement.get_text of <time itemprop=""openingHours"">Senin - Minggu (10:00 - 21:00)</time>>","Wifi,Area merokok,Area outdoor,Bisa reservasi,Area parkir,Alkohol","Pesan antar,24 Jam,100% Halal,Ruang VIP,Vegetarian",081317240090,3.87,"4.0,4.2,4.0"
Kickass Coffee Works & Hubble Scoop Creamery,Tipe KulinerKafe,"
                  The Icon Business Park, Blok C No. 1
                  Jl. BSD Raya Barat, BSD, Serpong, Tangerang Selatan
                ",https://pergikuliner.com/restaurants/tangerang/kickass-coffee-works-dan-hubble-scoop-creamery-bsd,"PembayaranTunai, Debet","""Tunai,Debet""",,"
                  Rp. 50.000 - Rp. 100.000 /orang
                ","<bound method PageElement.get_text of <time itemprop=""openingHours"">Senin - Minggu (10:00 - 18:00)</time>>","Wifi,Area merokok,Area outdoor,100% Halal,Area parkir","Pesan antar,24 Jam,Ruang VIP,Bisa reservasi,Alkohol,Vegetarian",085951123907,3.97,"4.1,4.0,4.1,4.1"
