0,1,2,3
"Senin - Jumat (09:00 - 21:00), Sabtu (08:00 - 21:00), Minggu (08:00 - 20:00)",Namamia Coffee and Eatery merupakan cafe yang menyediakan tempat yang nyaman untuk work from cafe dengan mensajikan berbagai makanan yang lezat serta minuman coffee dan non coffee,081389996490,"4.4,4.6,4.1,4.0,4.5"
"Selasa - Minggu (10:00 - 19:00), Senin Tutup",,082119977111,"4.5,4.5,4.1,4.3,4.3"
Senin - Minggu (10:00 - 24:00),,021 22785555,"4.5,4.3,4.3,4.3,4.3"
"Senin - Sabtu (10:00 - 22:00), Minggu (08:00 - 22:00)",,082211100059,"4.3,4.1,3.8,4.2,4.1"
24 Jam,,021 3504060,"4.2,4.2,3.8,4.2,4.2"
Senin - Minggu (10:00 - 22:00),,088132487771,"4.5,3.9,3.8,4.3,4.3"
Senin - Minggu (07:00 - 20:00),,021 2295 6067,"4.5,4.6,3.2,4.4,4.2"
"Senin - Jumat (13:00 - 22:00), Sabtu (13:00 - 24:00), Minggu (13:00 - 22:00)",,087825462782,"4.8,4.4,5.0,4.6,4.6"
Senin - Minggu (11:00 - 20:30),,021 72800108,"4.3,4.4,3.6,3.9,4.3"
Senin - Minggu (11:00 - 21:00),,087746590012,"4.5,4.1,4.4,4.2,4.3"
24 Jam,,081196912650,"4.3,4.3,4.2,4.2,4.5"
Senin - Minggu (07:00 - 22:00),,08174918867,"4.3,4.5,3.9,4.3,4.3"
Senin - Minggu (10:00 - 22:00),,031 99148331,"4.5,4.4,4.1,4.0,4.2"
Senin - Minggu (10:00 - 20:00),,08119222526,"4.2,4.2,3.9,4.3,4.2"
Senin - Minggu (06:00 - 21:00),,0811977934,"4.0,4.7,3.8,4.3,4.3"
Senin - Minggu (11:00 - 21:00),,021 22531199,"4.1,4.8,3.4,4.2,4.4"
"Senin - Jumat (10:00 - 21:00), Sabtu - Minggu (11:00 - 21:00)",,021 27623843,"4.4,4.1,4.1,4.1,4.3"
Senin - Minggu (10:00 - 21:00),,021 29889368,"4.4,4.1,3.9,4.0,4.1"
Senin - Minggu (11:00 - 01:00),,021 52961999,"4.3,4.2,3.5,4.4,4.3"
Senin - Minggu (10:00 - 21:00),,082141021681,"4.3,4.4,4.0,4.2,4.2"
Senin - Minggu (10:00 - 22:00),,021 29721334,"4.4,4.0,4.2,4.2,4.3"
Senin - Minggu (08:00 - 21:00),,022 7777777,"4.1,4.5,3.7,4.1,4.4"
,,021 2295 6067,"4.3,4.1,3.8,4.3,4.2"
Senin - Minggu (10:00 - 22:00),,081316264981,"4.4,4.3,4.3,3.9,4.4"
Senin - Minggu (11:00 - 22:00),,031 5683716,"4.9,4.6,3.9,4.4,4.6"
"Senin - Jumat (11:00 - 14:30, 18:00 - 22:00), Sabtu (09:00 - 14:30, 18:00 - 22:00), Minggu (08:00 - 14:30, 18:00 - 22:00)",,021 62312888,"4.3,3.9,4.2,4.0,4.1"
Senin - Minggu (17:00 - 21:30),,085850374316,"4.9,3.7,4.7,4.5,3.9"
Senin - Minggu (10:00 - 21:00),,021 23580995,"4.3,4.0,4.0,3.9,4.0"
"Senin - Sabtu (08:00 - 19:00), Minggu Tutup",,021 22671503,"4.1,4.5,4.4,4.5,4.4"
Senin - Minggu (11:00 - 22:00),,021 75920778,"4.4,4.0,3.8,4.4,4.4"
Senin - Minggu (08:00 - 21:00),,021 2295 6067,"4.4,3.7,4.4,4.7,4.3"
"Senin - Kamis (11:00 - 24:00), Jumat - Sabtu (11:00 - 01:00), Minggu (11:00 - 24:00)",,021 31925053,"4.4,4.2,4.0,4.3,4.3"
Senin - Minggu (08:00 - 24:00),,081282379857,"4.2,4.3,4.2,3.7,4.1"
Senin - Minggu (11:00 - 19:30),,081284800973,"4.1,4.4,3.6,4.1,4.4"
Senin - Minggu (10:00 - 22:00),,021 29201020,"4.7,3.8,3.7,4.1,4.1"
Senin - Minggu (10:00 - 22:00),,021 3866380,"4.4,4.1,4.0,4.2,4.3"
Senin - Minggu (10:00 - 21:00),,021 2295 6067,"4.9,3.9,4.6,4.7,4.6"
"Selasa - Jumat (07:00 - 21:30), Sabtu - Minggu (07:00 - 22:00), Senin Tutup",,021 29667991,"4.1,4.5,3.9,4.4,4.3"
"Selasa - Minggu (13:00 - 21:00), Senin Tutup",,087727070604,"4.5,3.8,4.3,4.6,4.1"
Senin - Minggu (08:00 - 17:00),,021 22717066,"4.2,4.5,3.8,4.2,4.3"
"Senin - Kamis (10:00 - 22:00), Jumat - Sabtu (10:00 - 23:00), Minggu (10:00 - 22:00)",,021 80600205,"4.4,4.4,3.9,4.1,4.2"
Senin - Minggu (10:00 - 22:00),,021 27514395,"4.5,4.3,4.3,4.1,4.4"
Senin - Minggu (11:00 - 22:30),,021 7201566,"4.2,4.6,3.8,4.7,4.6"
"Senin - Minggu (06:00 - 10:00, 12:00 - 15:00, 18:00 - 22:00)",,031 5311234,"4.6,4.6,4.8,4.6,4.6"
Senin - Minggu (10:00 - 21:00),,021 29488494,"4.6,4.1,3.7,4.2,4.2"
Senin - Minggu (10:00 - 22:00),,08113469412,"4.5,4.0,3.9,4.2,4.3"
Senin - Minggu (10:00 - 22:00),,081288788302,"4.3,3.9,4.0,4.0,4.2"
"Senin - Sabtu (09:00 - 18:00), Minggu Tutup",,021 22232223,"4.0,4.5,3.7,4.4,4.4"
Senin - Minggu (10:00 - 21:00),,021 2295 6067,"4.7,4.5,4.5,4.7,4.3"
"Senin - Kamis (11:00 - 20:00), Jumat - Sabtu (11:00 - 21:00), Minggu (11:00 - 20:00)",,021 7202336,"4.3,4.1,4.0,4.0,4.3"
Senin - Minggu (10:30 - 21:00),,021 29110145,"4.5,3.9,3.8,4.0,4.0"
"Senin - Jumat (10:00 - 22:00), Sabtu (10:00 - 22:00), Minggu (10:00 - 22:00)",,08119451144,"4.3,4.0,3.9,4.1,4.1"
"Senin - Kamis (09:00 - 21:00), Jumat - Minggu (09:00 - 22:00) ",,021 84930895,"4.3,4.6,4.4,4.2,4.1"
Senin - Minggu (10:00 - 21:00),,081311996057,"4.7,4.2,4.2,4.4,4.2"
"Senin - Kamis (08:00 - 22:00), Jumat - Sabtu (08:00 - 24:00), Minggu (08:00 - 22:00)",,0251 8577089,"4.9,4.6,4.3,4.1,4.0"
Senin - Minggu (08:00 - 21:30),,031 2880388,"4.6,4.6,4.0,4.7,4.6"
"Senin - Kamis (10:00 - 20:00), Jumat - Minggu (10:00 - 21:00)",,081299899160,"4.1,4.4,3.7,3.9,4.3"
Senin - Minggu (10:00 - 21:00),,021 6603045,"4.2,4.1,4.1,4.0,4.2"
"Senin - Sabtu (10:30 - 21:00), Minggu Tutup",,085892633978,"4.2,4.2,3.9,4.3,4.3"
Senin - Minggu (10:00 - 22:00),,031 5915044,"4.4,4.3,3.9,4.3,4.2"
Senin - Minggu (10:00 - 21:00),,0811133119,"4.4,3.9,3.9,3.9,4.2"
Senin - Minggu (10:00 - 21:00),,022 2035605,"4.6,4.1,3.9,4.2,4.3"
Senin - Minggu (08:00 - 19:00),,08119994133,"3.9,4.4,4.1,4.6,4.4"
Senin - Minggu (10:00 - 21:00),,081270196799,"4.1,4.5,3.8,4.4,4.1"
Senin - Minggu (10:00 - 21:00),,082232519106,"4.0,4.6,4.8,4.5,4.3"
"Senin - Jumat (07:00 - 21:00), Sabtu - Minggu (08:00 - 21:00)",,021 52901037,"4.3,4.2,3.9,4.3,4.0"
Senin - Minggu (07:00 - 20:00),,089512261980,"4.1,4.2,4.2,4.0,4.1"
Senin - Minggu (07:00 - 21:00),,081313317009,"4.1,4.5,3.6,4.0,4.2"
Senin - Minggu (09:00 - 18:00),,021 31926224,"3.9,4.7,3.4,4.2,4.3"
Senin - Minggu (07:00 - 23:00),,022 7306086,"4.6,4.2,3.6,4.3,4.3"
"Senin - Jumat (10:00 - 20:00), Sabtu - Minggu (10:00 - 21:00)",,021 56985181,"4.2,4.2,3.7,4.1,4.1"
Senin - Minggu (11:00 - 22:00),,022 2039651,"4.1,4.5,3.7,4.0,4.1"
"Senin - Kamis (08:00 - 23:00), Jumat - Sabtu (08:00 - 24:00), Minggu (08:00 - 23:00)",,081359920789,"4.1,4.2,4.0,4.2,4.3"
Senin - Minggu (08:00 - 21:00),,088908880282,"4.1,4.5,3.6,4.2,4.1"
Senin - Minggu (10:00 - 21:00),,031 5995500,"4.2,4.1,4.0,3.9,4.1"
"Senin - Sabtu (06:00 - 10:30, 12:00 - 14:30, 18:00 - 22:30), Minggu (06:00 - 10:30, 12:00 - 15:30, 18:00 - 22:30)",,021 29880888,"4.0,4.4,3.5,4.3,4.5"
Senin - Minggu (07:00 - 22:00),,081316899369,"4.6,4.1,4.6,4.6,4.6"
Senin - Minggu (08:00 - 23:00),,081314500400,"4.0,4.5,3.8,4.1,4.2"
Senin - Minggu (10:00 - 22:00),,0822130330065,"4.3,3.8,4.4,4.2,4.1"
"Selasa - Kamis (13:00 - 22:00), Jumat - Minggu (13:00 - 23:00), Senin Tutup",,021 22510477,"4.1,4.4,3.7,3.8,4.2"
Senin - Minggu (09:00 - 20:00),,021 58352235,"4.5,4.2,4.2,4.1,4.2"
Senin - Minggu (10:00 - 22:00),,022 4237999,"4.5,4.3,4.0,4.5,4.3"
"Senin - Jumat (10:00 - 21:00), Sabtu - Minggu (07:00 - 21:00)",,085192496146,"4.6,4.3,3.8,3.9,4.6"
Senin - Minggu (07:00 - 22:00),,087808194445,"4.3,4.5,3.8,4.6,4.2"
Senin - Minggu (10:00 - 22:00),,021 7222186,"4.2,4.4,3.9,4.4,4.6"
Senin - Minggu (10:00 - 22:00),,031 5046222,"4.8,3.9,4.3,3.9,4.3"
"Senin - Kamis (10:00 - 21:00), Jumat - Minggu (10:00 - 22:00)",,081380830006,"4.3,3.7,4.4,4.0,4.0"
"Senin - Kamis (10:00 - 23:00), Jumat - Sabtu (10:00 - 01:00), Minggu (09:00 - 22:00)",,021 7242828,"3.9,4.5,3.5,4.4,4.4"
Senin - Minggu (07:00 - 21:00),,08111132282,"4.3,4.3,3.9,4.2,4.2"
"Senin - Jumat (09:00 - 17:00), Sabtu - Minggu Tutup",,081234857899,"3.9,4.5,3.9,4.4,4.3"
Senin - Minggu (09:00 - 22:00),,021 29303877,"4.3,4.4,3.9,4.0,4.1"
Senin - Minggu (10:00 - 20:00),,021 30010392,"4.7,4.1,3.7,4.3,4.3"
"Selasa - Minggu (11:00 - 20:00), Senin Tutup",,081316050989,"4.5,4.0,4.1,4.2,4.4"
Senin - Minggu (08:00 - 19:00),We believe coffee is not a trend but a culture,021 29319381,"4.0,4.4,3.8,4.0,4.1"
Senin - Minggu (09:00 - 21:00),,082122266650,"4.2,4.3,3.8,4.3,4.3"
Senin - Minggu (10:00 - 21:00),,087880738888,"4.1,4.2,3.9,4.3,4.2"
Senin - Minggu (10:00 - 21:00),,021 29508715,"4.4,4.1,4.0,4.2,4.0"
Senin - Minggu (11:00 - 21:00),,082297777136,"4.8,4.3,4.0,3.6,4.0"
Senin - Minggu (10:00 - 22:00),,021 23580870,"4.3,4.1,4.1,4.2,4.2"
"Senin - Jumat (07:00 - 20:00), Minggu (07:00 - 20:00), Sabtu Tutup",,08111708858,"4.4,3.4,4.6,3.9,3.8"
"Selasa - Minggu (11:30 - 21:00), Senin Tutup","Kulinarian Steak resto yang sangat cozy, homie, dengan konsep ruangan 4 musim, kita hanya menyediakan hidangan yang di buat secara spesial

Instagram : @Kulinarianresto",085211935343,"4.3,4.2,3.7,4.3,4.1"
"Senin - Minggu (06:00 - 10:00, 12:00 - 15:00, 18:00 - 22:00)",,021 27887788,"3.9,4.7,3.5,4.0,4.4"
Senin - Minggu (10:00 - 21:00),,021 29529733,"4.2,4.4,3.6,4.2,4.2"
Senin - Minggu (08:00 - 21:00),,082214746871,"4.2,4.3,4.2,4.1,4.1"
"Senin - Kamis (09:00 - 21:00), Jumat (13:00 - 21:00), Sabtu - Minggu (09:00 - 21:00)",,021 22769647,"4.4,4.4,4.3,4.0,4.3"
Senin - Minggu (06:00 - 22:00),,031 99531955,"4.4,4.4,4.1,4.7,4.9"
Senin - Minggu (10:00 - 22:00),,021 29200281,"4.1,4.3,3.6,4.2,4.4"
Senin - Minggu (10:00 - 19:00),,081317721226,"4.2,4.2,3.9,3.9,4.2"
"Senin - Jumat (09:00 - 21:00), Sabtu (09:00 - 22:00), Minggu Tutup",,081808031088,"4.0,4.3,4.0,4.0,4.2"
Senin - Minggu (08:00 - 22:00),,087895938506,"4.1,4.2,4.0,4.3,4.1"
Senin - Minggu (07:00 - 21:00),,021 2295 6067,"4.2,4.3,3.8,4.2,4.2"
Senin - Minggu (10:00 - 18:00),,081996223461,"4.1,4.3,3.8,4.4,4.1"
Senin - Minggu (11:30 - 22:00),,081212970996,"4.6,3.9,4.2,4.3,4.0"
Senin - Minggu (08:00 - 21:00),,021 56961595,"4.9,3.9,4.3,4.1,3.9"
Senin - Minggu (08:00 - 21:30),,022 4233778,"4.2,4.3,3.9,4.0,4.0"
Senin - Minggu (10:00 - 21:30),,031 5941611,"4.9,4.3,4.1,4.0,4.5"
"Selasa - Jumat (09:00 - 19:00), Sabtu - Minggu (11:00 - 19:00), Senin Tutup",,081998887954,"4.3,4.9,4.3,3.9,4.4"
"Senin - Jumat (11:00 - 22:00), Sabtu - Minggu (10:00 - 22:00)",,021 21237040,"3.8,4.8,3.5,4.3,4.4"
Senin - Minggu (11:00 - 20:00),,021 57973098,"4.7,4.7,4.3,4.3,4.3"
Senin - Minggu (07:00 - 23:00),,021 2295 6067,"4.3,4.7,4.5,4.7,4.5"
"Senin - Kamis (11:00 - 20:00), Jumat - Minggu (11:00 - 21:00)",,085325259898,"4.2,4.7,4.1,4.2,4.2"
Senin - Minggu (11:00 - 21:00),,021 29044167,"4.3,4.8,3.7,4.6,4.2"
Senin - Minggu (10:00 - 21:00),,081311653345,"4.5,4.2,4.0,4.0,4.1"
"Selasa - Minggu (09:00 - 22:00), Senin Tutup",,031 99241619,"3.9,4.5,3.9,4.3,4.3"
Senin - Minggu (11:00 - 21:00),,081211116057,"4.2,4.2,4.1,4.2,4.4"
"Selasa - Minggu (11:00 - 22:00), Senin Tutup",,031 5034217,"4.0,4.6,3.7,4.4,4.4"
Senin - Minggu (09:00 - 21:00),,021 2295 6067,"4.3,4.4,3.9,4.0,4.2"
Senin - Minggu (10:00 - 22:00),,021 31996659,"4.1,4.4,3.6,4.2,4.2"
Senin - Minggu (11:00 - 22:00),,031 99253714,"4.6,4.1,4.1,4.4,4.4"
Senin - Minggu (11:00 - 21:00),,021 29239488,"4.6,4.3,4.0,4.3,4.3"
Senin - Minggu (10:00 - 22:00),,087715000099,"4.7,3.8,4.2,3.9,4.1"
Senin - Minggu (09:00 - 22:00),,021 22668752,"4.0,4.3,4.1,4.1,4.1"
Senin - Minggu (10:00 - 21:30),,021 71793580,"4.3,4.1,3.7,3.9,4.1"
"Senin - Kamis (11:00 - 20:30), Jumat - Minggu (10:30 - 20:30)",,022 86012393,"4.4,4.3,3.8,4.1,4.4"
Senin - Minggu (07:30 - 21:00),,087831071153,"4.2,4.7,3.9,3.8,4.0"
"Senin - Jumat (08:00 - 22:00), Sabtu (10:00 - 22:00), Minggu Tutup",,021 57950583,"4.3,4.1,4.0,4.3,4.2"
Senin - Minggu (09:00 - 22:00),,031 5671066,"4.1,4.3,4.1,4.2,4.2"
Senin - Minggu (09:00 - 21:00),,021 58903569,"3.9,4.4,3.7,4.0,4.3"
"Senin - Kamis (10:30 - 22:00), Jumat - Minggu (10:00 - 22:00)",,081213556501,"4.2,4.0,3.8,4.2,4.1"
Senin - Minggu (07:00 - 22:00),,021 7251130,"4.1,4.2,4.1,4.0,4.0"
Senin - Minggu (11:00 - 24:00),,082299809828,"4.2,4.6,3.6,4.2,4.5"
Senin - Minggu (08:00 - 22:00),,031 5053223,"4.3,4.3,4.2,4.3,4.2"
Senin - Minggu (10:00 - 21:00),,021 5725510,"4.5,4.4,3.8,4.4,4.3"
Senin - Minggu (10:00 - 22:00),,021 56985257,"4.2,3.9,3.8,4.3,4.2"
Senin - Minggu  (10:00 - 21:00),,021 2295 6067,"4.5,4.4,4.4,4.3,4.3"
Senin - Minggu (10:00 - 21:00),,021 50111195,"4.3,4.4,3.9,4.0,4.5"
Senin - Minggu (11:00 - 20:00),,021 54212023,"4.4,4.0,4.0,4.1,4.0"
Senin - Minggu (11:00 - 21:00),,031 5682610,"4.4,4.3,4.3,4.3,4.1"
Senin - Minggu (11:00 - 20:00),,021 45853720,"4.2,3.9,4.0,3.9,4.1"
"Senin - Kamis (08:00 - 21:00), Jumat - Minggu (08:00 - 22:00)",,021 21882368,"4.1,4.4,3.8,4.0,4.0"
Senin - Minggu (11:00 - 21:00),,021 23580828,"4.3,3.9,3.8,4.2,4.1"
Senin - Minggu (09:00 - 21:00),,022 64402875,"3.9,4.6,3.5,3.8,4.2"
Senin - Minggu (10:00 - 22:00),,031 5915880,"4.4,4.2,3.9,4.1,4.2"
Senin - Minggu (10:00 - 21:00),,022 82063573,"4.8,4.1,3.6,4.2,4.6"
Senin - Minggu (08:00 - 22:00),,031 51163546,"4.2,4.5,3.8,4.6,4.6"
Senin - Minggu (08:00 - 20:00),,0818882558,"4.4,4.2,4.1,4.4,4.5"
"Senin - Jumat (10:00 - 21:00), Sabtu - Minggu Tutup",,082112210003,"4.2,4.3,4.2,4.6,4.4"
Senin - Minggu (10:00 - 22:00),,021 57973225,"4.3,4.4,4.0,3.8,4.1"
Senin - Minggu (07:00 - 20:00),,021 29361010,"4.4,4.4,4.1,4.7,4.6"
"Senin - Kamis (11:00 - 24:00), Jumat - Sabtu (11:00 - 01:00), Minggu (11:00 - 24:00)",,021 7211468,"4.3,4.1,3.6,4.1,4.3"
Senin - Minggu (10:00 - 21:00),,021 27893438,"4.4,4.2,3.4,3.9,4.2"
"Senin - Jumat (11:00 - 15:00, 18:00 - 22:00), Sabtu - Minggu (11:00 - 16:30, 18:00 - 22:00)",,021 57973739,"4.4,4.6,3.7,4.6,4.6"
Senin - Minggu (11:00 - 21:00),,081319761868,"4.7,3.6,4.9,4.6,4.1"
"Selasa - Kamis (17:00 - 01:00), Jumat - Sabtu (17:00 - 03:00), Minggu (17:00 - 01:00), Senin Tutup",,021 27083168,"4.4,4.1,3.8,4.2,4.2"
Senin - Minggu (10:00 - 20:00),"Creating an Oasis, in the middle of hectic neighborhood",081250004205,"4.0,4.2,4.0,4.1,3.9"
Senin - Minggu (07:00 - 21:00),,021 29475139,"4.3,4.1,3.9,4.0,4.0"
Senin - Minggu (11:00 - 21:00),,031 5317851,"4.3,4.3,3.7,4.3,4.4"
Senin - Minggu (11:00 - 22:00),a place to enjoy great sake and experience Japanese culinary journey,021 57901271,"4.2,4.5,3.8,4.2,4.2"
Senin - Minggu (11:00 - 21:00),,082261516101,"4.1,4.2,3.7,4.3,4.1"
"Senin - Jumat (08:00 - 22:00), Sabtu - Minggu (09:00 - 22:00)",,021 25542378,"4.2,4.5,3.6,4.2,4.0"
Senin - Minggu (11:00 - 20:00),,081320232025,"4.3,4.0,3.6,4.3,4.3"
"Selasa - Jumat (11:00 - 20:00), Sabtu - Minggu (09:00 - 20:00), Senin Tutup",,021 22955367,"4.0,4.3,3.8,4.1,4.1"
Senin - Minggu (10:00 - 21:00),,021 22571832,"4.3,4.2,3.6,4.2,4.4"
Senin - Minggu (10:00 - 21:00),,021 29529781,"4.3,4.3,3.5,4.1,4.3"
"Senin - Kamis (10:00 - 18:00), Jumat (10:00 - 11:45, 13:00 - 18:00), Sabtu (10:00 - 18:00), Minggu Tutup",,021 2295 6067,"4.6,3.8,4.1,4.1,4.2"
Senin - Minggu (10:00 - 18:00),,081388660035,"4.4,4.2,3.9,4.2,4.1"
Senin - Minggu (08:00 - 22:00),,087721648181,"3.9,4.5,4.0,4.3,4.0"
"Senin - Jumat (10:00 - 20:00), Sabtu - Minggu (10:00 - 21:00)",,0895603416615,"4.5,3.8,4.3,4.1,4.1"
Senin - Minggu (11:00 - 22:00),,087770246555,"4.2,4.4,3.8,4.3,4.2"
Senin - Minggu (08:00 - 20:00),,021 57973464,"4.3,4.3,3.5,4.0,4.2"
Senin - Minggu (10:00 - 21:00),,021 72781519,"4.2,4.2,3.5,4.1,4.2"
Senin - Minggu (10:00 - 22:00),,082166666082,"4.2,4.3,3.9,3.8,4.1"
Senin - Minggu (11:00 - 21:00),,081252880004,"4.2,3.9,4.1,4.1,4.3"
Senin - Minggu (10:00 - 20:30),,021 75920800,"4.3,3.9,4.0,4.0,4.1"
Senin - Minggu (10:00 - 21:00),,081913011193,"4.4,3.8,4.1,4.2,4.1"
"Senin - Jumat (11:00 - 14:30, 17:30 - 21:00), Sabtu - Minggu (11:00 - 21:00)",,021 5203062,"4.3,4.2,3.8,4.3,4.2"
Senin - Minggu (10:00 - 21:00),"7 days a week. Serving good food, good drinks, & a good place to chill.",088299077777,"4.0,4.4,3.9,4.3,4.3"
Senin - Minggu (11:00 - 22:00),,021 29922546,"4.4,4.4,3.6,4.2,4.3"
Senin - Minggu (11:00 - 23:00),,022 82526452,"4.0,4.5,3.7,4.0,4.3"
Senin - Minggu (11:00 - 21:00),,021 80679322,"4.4,4.4,4.1,4.6,4.4"
Senin - Minggu (08:00 - 22:00),,021 87728888,"4.4,4.6,4.1,4.0,4.5"
Senin - Minggu (11:00 - 18:00),,082124670849,"5.0,5.0,5.0,5.0,5.0"
Senin - Minggu (11:00 - 21:00),,021 75916367,"4.7,3.9,4.3,4.0,4.0"
"Senin - Jumat (09:00 - 17:00), Sabtu - Minggu (08:00 - 17:00)",,081284762426,"5.0,5.0,5.0,5.0,5.0"
Senin - Minggu (12:00 - 22:00),,0251 8326277,"4.0,4.6,3.8,3.8,4.1"
Senin - Minggu (06:00 - 24:00),,021 50808787,"4.3,4.4,3.8,4.3,4.3"
Senin - Minggu (10:00 - 21:00),,021 29200333,"4.0,4.2,3.8,4.1,4.4"
Senin - Minggu (10:30 - 21:00),,022 2041873,"4.4,4.2,4.4,4.1,4.2"
Senin - Minggu (11:00 - 21:00),,087788376333,"3.8,4.6,4.3,4.4,4.5"
Senin - Minggu (11:00 - 21:00),"Craving for a Prime Cutts? Indulge your tastebuds in our Porterhouse, Tomahawk, and other
finest cuts. Let’s grillin’ & chillin’!",08111138368,"4.3,4.4,4.0,4.3,4.4"
Senin - Minggu (10:00 - 22:00),,021 56985276,"4.3,4.0,3.8,3.9,4.1"
Senin - Minggu (10:00 - 22:00),,031 99246929,"4.3,3.9,4.2,4.2,3.9"
Senin - Minggu (11:00 - 22:00),,021 29053990,"4.1,4.5,3.4,4.2,4.2"
"Senin - Minggu (06:00 - 10:00, 12:00 - 15:00, 18:00 - 22:00)",,031 5326301,"4.3,4.5,3.7,4.6,4.6"
"Senin - Sabtu (08:00 - 18:00), Minggu Tutup",,08118199277,"4.4,4.0,4.3,4.3,4.5"
Senin - Minggu (10:00 - 22:00),,031 5491208,"5.0,3.8,4.0,4.1,4.3"
"Senin - Kamis (14:00 - 22:00), Jumat - Minggu (11:00 - 21:00)",,082122832501,"4.0,4.6,4.2,4.1,4.3"
"Senin - Kamis (10:30 - 22:00), Jumat - Minggu (10:00 - 22:00)",,081213556501,"4.3,4.3,3.9,4.1,4.2"
Senin - Minggu (08:00 - 21:00),,021 7251664,"4.1,4.4,3.7,4.0,4.1"
"Senin - Kamis (11:00 - 20:00), Jumat - Minggu (10:00 - 21:00)",,021 23581808,"4.4,3.9,3.9,3.9,3.9"
"Selasa - Jumat (08:00 - 18:00), Sabtu - Minggu (08:00 - 20:00), Senin Tutup",,087820441800,"4.2,4.5,3.9,3.9,4.0"
Senin - Minggu (09:00 - 21:00),,081806773611,"4.3,4.1,4.0,3.8,4.1"
"Senin - Minggu (11:00 - 14:30, 17:00 - 22:00)",,021 4533201,"4.3,4.1,3.7,4.2,4.2"
Senin - Minggu (08:00 - 21:00),,0895704264518,"4.1,4.1,4.0,3.7,4.0"
Senin - Minggu (12:00 - 21:00),,021 7193638,"4.5,3.9,3.7,4.3,4.1"
Senin - Minggu (10:00 - 21:00),,021 75920248,"4.2,4.4,3.7,4.2,4.2"
Senin - Minggu (11:00 - 21:00),,031 5031815,"4.1,4.4,4.0,4.2,4.2"
Senin - Minggu (11:00 - 22:00),,031 5016900,"4.3,4.3,3.8,4.1,4.2"
"Selasa - Minggu (10:30 - 23:00), Senin Tutup",,021 22605556,"4.8,3.9,4.1,4.4,4.3"
"Selasa - Minggu (10:00 - 20:00), Senin Tutup",,021 53153641,"4.6,3.6,4.3,4.2,4.1"
Senin - Minggu (07:30 - 22:00),,022 4240655,"4.1,4.6,3.6,3.9,4.5"
Senin - Minggu (10:00 - 23:00),,1500600,"4.4,3.8,4.2,4.3,4.1"
Senin - Minggu (10:00 - 21:00),,021 29424984,"4.4,3.7,4.1,4.0,4.0"
"Senin - Kamis (09:00 - 20:00), Jumat - Minggu (09:00 - 21:00)",,081510076367,"4.4,4.6,4.4,4.8,5.0"
Senin - Minggu (06:00 - 23:00),,031 5477488,"4.8,4.6,4.2,4.6,4.6"
Senin - Minggu (10:00 - 22:00),,081330017969,"4.6,4.6,4.6,4.4,4.6"
"Senin - Jumat (10:00 - 21:00), Sabtu - Minggu (07:00 - 21:00)",,087880979442,"4.4,4.6,3.8,4.4,4.6"
Senin - Minggu (10:00 - 20:00),,082129911168,"4.2,4.0,4.2,4.0,4.0"
Senin - Minggu (11:00 - 21:00),,081231479700,"4.6,3.6,3.9,4.1,4.3"
"Senin - Jumat (10:00 - 23:00), Sabtu (10:00 - 24:00), Minggu (10:00 - 23:00)",,022 42690893,"4.6,3.8,3.8,4.2,4.1"
Senin - Minggu (11:00 - 22:00),,021 22773705,"4.1,4.4,3.6,4.1,4.2"
"Senin - Kamis (11:00 - 22:00), Jumat - Minggu (11:00 - 23:00)",,021 26690133,"4.2,4.2,3.7,4.1,4.2"
Senin - Minggu (12:00 - 22:00),,081383222711,"4.2,4.0,4.4,4.1,4.1"
"Selasa - Jumat (11:00 - 16:00, 18:00 - 24:00), Sabtu - Minggu (10:00 - 16:00, 18:00 - 24:00), Senin Tutup",,081299666353,"4.0,4.2,3.9,4.3,4.2"
"Senin - Jumat (08:00 - 22:00), Sabtu (08:00 - 24:00), Minggu (08:00 - 22:00)",,0263 517711,"4.2,4.4,3.8,3.8,3.9"
"Senin - Kamis (10:00 - 22:00), Jumat (14:00 - 22:00), Sabtu - Minggu (10:00 - 22:00)",,081213162041,"5.0,4.5,4.5,5.0,4.8"
Senin - Minggu (11:00 - 20:00),,021 22771888,"4.8,5.0,4.3,5.0,4.8"
Senin - Minggu (17:00 - 01:00),,081703085758,"4.8,4.8,4.5,4.8,5.0"
Senin - Minggu (11:00 - 22:00),,021 22665191,"4.5,4.2,3.8,3.6,3.9"
"Senin - Sabtu (10:00 - 21:00), Minggu Tutup",,021 7222050,"4.3,4.1,4.2,4.1,4.1"
"Senin - Kamis (10:00 - 22:00), Jumat - Sabtu (10:00 - 24:00), Minggu (10:00 - 22:00)",,0881024216669,"4.4,4.3,3.9,4.1,4.2"
Senin - Minggu (10:00 - 22:00),,081804563888,"4.3,4.3,3.9,4.2,4.4"
"Senin - Jumat (10:00 - 22:00), Sabtu (10:00 - 23:00), Minggu (10:00 - 22:00)",,022 82063470,"4.4,4.1,4.0,4.2,4.3"
Senin - Minggu (10:00 - 22:00),,021 21192232,"4.5,3.8,3.5,4.1,4.3"
Senin - Minggu (08:00 - 22:00),,081285899260,"4.1,4.3,3.5,4.1,4.1"
Senin - Minggu (10:00 - 22:00),,021 88861809,"4.3,4.2,4.4,4.2,4.2"
"Senin - Kamis (08:00 - 20:00), Jumat - Minggu (08:00 - 22:00)",,022 20506745,"4.5,4.7,3.6,3.9,4.4"
