0,1,2,3
Senin - Minggu (10:00 - 21:00),,08118176668,"4.4,4.0,3.8,4.3,4.3"
Senin - Minggu (10:00 - 22:00),,08111044526,"4.6,3.5,4.6,4.3,4.1"
"Senin - Jumat (10:00 - 21:00), Sabtu - Minggu (08:00 - 22:00)",,085963105346,"4.3,4.6,4.1,4.3,4.3"
"Senin - Sabtu (11:00 - 15:00, 17:30 - 21:00), Minggu (08:00 - 15:00, 17:30 - 21:00)",,021 5207080,"4.6,4.3,4.3,4.1,4.1"
Senin - Minggu (11:00 - 19:30),,081281674410,"4.4,4.3,4.3,4.6,4.0"
Senin - Minggu (10:00 - 22:00),,021 29529852,"3.9,4.5,3.4,4.0,4.2"
Senin - Minggu (11:00 - 21:00),,022 20561811,"4.4,4.2,3.4,4.2,4.2"
Senin - Minggu (10:00 - 22:00),,021 23580157,"4.0,4.1,3.7,4.2,4.1"
Senin - Minggu (10:00 - 22:00),,021 23580150,"4.2,4.0,3.7,4.0,4.0"
Senin - Minggu (08:00 - 22:00),,021 75920533,"4.3,4.2,3.5,3.8,4.1"
"Senin - Jumat (11:00 - 22:00), Sabtu - Minggu (10:00 - 22:00)",,021 7199998,"4.2,3.8,4.1,4.0,3.8"
"Selasa - Minggu (09:00 - 21:00), Senin Tutup",,087855540063,"4.0,4.4,3.7,3.8,3.9"
Senin - Minggu (10:00 - 21:00),,021 3108388,"4.4,3.7,3.9,4.0,4.0"
Senin - Minggu (10:00 - 22:00),,021 23580958,"4.1,4.3,3.7,4.2,4.4"
Senin - Minggu (08:00 - 21:00),,081997730303,"3.9,4.4,3.8,4.2,4.4"
Senin - Minggu (09:00 - 20:00),,081383415241,"3.8,4.4,3.6,4.4,4.7"
Senin - Minggu (07:00 - 19:00),,021 2295 6067,"4.0,4.2,3.9,4.4,4.2"
Senin - Minggu (10:00 - 22:00),,031 99147286,"4.2,3.8,3.9,4.2,4.1"
Senin - Minggu (10:00 - 22:00),,021 23580818,"4.0,4.2,3.6,4.0,4.0"
Senin - Minggu (10:00 - 21:00),,085280711168,"4.6,3.7,4.4,4.1,4.2"
"Senin - Jumat (09:00 - 22:00), Sabtu - Minggu (08:00 - 22:00)",,081388996101,"4.3,4.5,3.6,4.3,4.2"
Senin - Minggu (10:00 - 21:00),,022 4239963,"3.8,4.3,3.8,3.9,4.1"
Senin - Minggu (10:00 - 22:00),,021 29201140,"4.0,4.1,3.6,4.1,4.0"
Senin - Minggu (11:00 - 21:00),,021 7663228,"4.5,3.6,4.2,3.7,3.9"
Senin - Minggu (11:00 - 21:00),,021 58907223,"4.4,3.9,3.9,3.8,4.0"
Senin - Minggu (08:00 - 21:30),,081210182144,"4.4,4.1,3.8,4.1,3.9"
Senin - Minggu (10:00 - 22:00),,081212260108,"4.1,4.2,3.6,4.4,4.3"
Senin - Minggu (10:00 - 21:00),,021 50116471,"4.8,4.4,3.6,4.3,4.0"
Senin - Minggu (10:00 - 22:00),,021 29052892,"4.2,4.0,3.9,4.0,4.2"
"Senin - Kamis (10:00 - 21:00), Jumat - Sabtu (10:00 - 22:30), Minggu (10:00 - 20:00)",,081286074438,"4.1,3.9,3.9,4.1,4.0"
"Senin - Sabtu (08:00 - 20:00), Minggu Tutup",,083806778312,"4.0,4.4,4.1,4.6,4.5"
Senin - Minggu (12:00 - 21:00),,081774189990,"5.0,4.7,5.0,4.7,5.0"
"Senin - Jumat (11:30 - 14:30, 17:30 - 22:00), Sabtu - Minggu (12:00 - 15:00, 17:00 - 21:00)",,021 5746452,"4.2,4.3,3.9,4.2,4.0"
"Senin - Jumat (10:00 - 22:00), Sabtu - Minggu (08:00 - 22:00)",,021 5681712,"4.2,4.1,3.7,4.3,4.0"
"Senin - Sabtu (09:00 - 23:00), Minggu Tutup",,021 22720871,"4.0,4.5,3.6,4.0,4.1"
"Senin - Kamis (10:00 - 21:00), Jumat - Minggu (10:00 - 22:00)",,021 2295 6067,"4.0,4.4,3.8,4.0,4.2"
Senin - Minggu (10:00 - 21:00),,021 29488719,"4.3,3.9,3.7,4.0,4.1"
"Selasa - Minggu (11:00 - 21:00), Senin Tutup",,022 7271356,"4.1,4.1,4.1,4.1,3.9"
Senin - Minggu (07:00 - 21:00),,081908192178,"4.3,4.1,4.1,4.3,4.3"
Senin - Minggu (06:00 - 21:00),,021 6692093,"4.1,4.0,4.6,4.2,4.4"
Senin - Minggu (17:00 - 22:00),,081524892031,"4.3,4.4,3.3,4.7,4.6"
24 Jam,,081310712000,"4.7,4.2,4.2,4.8,4.2"
Senin - Minggu (11:00 - 22:00),,021 56985557,"4.1,4.2,3.6,4.1,4.1"
Senin - Minggu (10:00 - 21:00),,021 27813770,"4.7,4.2,4.2,4.5,4.5"
Senin - Minggu (11:00 - 21:00),,08111747574,"4.3,4.0,4.4,4.6,4.4"
"Senin - Jumat (09:00 - 22:00), Sabtu - Minggu (07:00 - 22:00)",,085718315155,"4.5,4.0,4.1,4.5,4.4"
"Senin - Jumat (10:00 - 23:00), Sabtu - Minggu (10:00 - 24:00)",,021 7491197,"4.2,4.8,4.2,4.3,4.3"
Senin - Minggu (10:00 - 21:00),,021 29889289,"4.2,4.1,3.7,3.7,4.0"
Senin - Minggu (10:00 - 21:00),,021 39502255,"4.2,4.1,3.5,4.1,4.2"
"Senin - Jumat (07:00 - 20:00), Sabtu - Minggu (08:00 - 20:00)",,031 7346943,"4.2,4.3,3.8,3.9,4.3"
"Senin - Jumat (11:00 - 20:00), Sabtu - Minggu Tutup",,081211117487,"4.3,4.0,4.2,3.8,4.0"
Senin - Minggu (07:00 - 22:00),,081319362620,"4.2,4.5,3.9,4.0,4.1"
Senin - Minggu (06:00 - 23:00),,021 3503066,"4.0,4.4,4.1,4.2,4.3"
Senin - Minggu (08:00 - 22:00),,031 99299930,"4.0,4.7,3.6,4.2,4.2"
"Senin - Jumat (07:00 - 22:00), Sabtu - Minggu (09:00 - 22:00)",,021 29306936,"4.4,4.0,4.2,4.2,4.1"
Senin - Minggu (08:00 - 20:00),,081280002576,"4.1,4.1,4.0,4.1,4.3"
Senin - Minggu (09:00 - 24:00),,081213645120,"3.9,4.4,3.8,3.9,4.5"
"Senin - Jumat (09:00 - 24:00), Sabtu - Minggu (07:00 - 24:00)",,031 60010609,"4.1,4.5,3.5,4.1,4.1"
Senin - Minggu (11:00 - 21:00),,021 5151660,"4.2,4.5,3.3,4.4,4.4"
Senin - Minggu (10:00 - 22:00),,021 29923677,"4.5,4.1,3.8,3.9,3.9"
"Senin - Kamis (08:00 - 20:00), Jumat - Sabtu (08:00 - 21:00), Minggu (08:00 - 20:00)",,021 72790565,"4.0,4.4,3.9,4.3,3.9"
Senin - Minggu (09:00 - 21:00),,021 5822617,"4.0,4.0,3.9,3.9,3.8"
Senin - Minggu (10:00 - 22:00),,081299888696,"4.1,4.0,3.8,4.0,4.1"
Senin - Minggu (11:00 - 23:00),,021 30006723,"4.6,4.0,3.4,4.2,4.1"
"Senin - Minggu (11:30 - 15:00, 17:30 - 22:00)",,021 3150668,"4.3,3.9,4.0,3.8,3.8"
Senin - Minggu (07:00 - 21:00),,021 29779291,"3.9,4.4,3.5,3.9,4.1"
Senin - Minggu (07:00 - 21:00),,0251 8310921,"4.2,3.7,4.3,4.0,4.1"
Senin - Minggu (08:00 - 22:00),,08119359933,"4.0,4.4,3.9,4.0,3.9"
"Senin - Jumat (10:00 - 20:00), Sabtu - Minggu (10:00 - 21:00)",,08118187807,"4.2,3.7,3.8,3.9,4.2"
"Senin - Kamis (11:00 - 24:00), Jumat - Sabtu (11:00 - 01:00), Minggu (11:00 - 24:00)",,021 51400821,"4.3,4.4,3.4,4.3,4.2"
Senin - Minggu (10:00 - 21:00),"Serving high quality and different types of choices Food The dining experience The restaurant ambience Restaurant cleanliness Something unique The Size and the price factor

Be it by the streets restaurant, nestled in food courts or cozy restaurants, Fish Head Noodles are highly adored among all people, easy on the wallet and endless fun to the palate.",021 66679377,"4.2,3.8,3.9,4.1,4.1"
Senin - Minggu (10:00 - 21:00),,021 2295 6067,"4.6,4.0,4.8,4.6,4.6"
Senin - Minggu (10:00 - 21:00),,0251 7545323,"4.0,4.1,3.8,4.0,3.9"
Senin - Minggu (10:00 - 22:00),,021 45876436,"4.2,3.9,4.0,3.8,4.1"
Senin - Minggu (10:00 - 21:00),,021 5820797,"4.6,3.4,4.1,4.4,4.1"
Senin - Minggu (11:00 - 21:00),,021 53662815,"4.4,3.6,4.1,3.8,3.9"
Senin - Minggu (09:30 - 21:30),,021 29853900,"4.1,3.8,4.0,3.8,3.9"
Senin - Minggu (08:00 - 18:00),,082111813535,"4.8,4.3,4.8,4.8,4.8"
Senin - Minggu (10:00 - 22:00),,021 55684190,"4.3,4.0,3.8,3.8,4.2"
Senin - Minggu (10:00 - 21:00),,021 29071909,"4.4,3.6,4.1,4.3,4.0"
Senin - Minggu (10:00 - 21:00),,021 5725187,"4.2,4.1,3.9,4.1,4.1"
"Senin - Jumat (09:00 - 21:00), Sabtu - Minggu (08:00 - 21:00)",,021 39703339,"4.2,4.5,4.2,4.7,4.7"
Senin - Minggu (11:00 - 20:00),,021 84598808,"4.5,4.3,4.3,4.3,4.3"
Senin - Minggu (10:00 - 21:00),,081932331201,"4.5,4.0,4.7,4.3,4.5"
Senin - Minggu (07:00 - 22:00),,081913521495,"4.2,4.5,4.2,4.7,4.7"
Senin - Minggu (10:00 - 22:00),,081285175094,"4.3,3.9,3.5,4.2,4.1"
"Senin - Jumat (11:00 - 21:00), Sabtu - Minggu (10:00 - 21:00)",,0251 8385841,"3.7,4.5,3.5,4.0,4.2"
Senin - Minggu (10:00 - 21:00),,021 66676388,"4.3,3.9,3.8,4.1,4.0"
Senin - Minggu (10:00 - 22:00),,021 29924285,"4.2,4.2,3.6,3.9,4.0"
Senin - Minggu (10:00 - 21:00),,021 29528470,"4.6,4.1,4.0,4.0,4.4"
Senin - Minggu (10:00 - 22:00),,082277782277,"4.1,4.4,4.0,4.2,4.3"
"Senin - Jumat (09:00 - 22:00), Sabtu - Minggu (09:00 - 22:00)",,14022,"4.4,4.0,4.1,4.1,4.4"
Senin - Minggu (11:00 - 23:00),,0895326330759,"4.2,4.2,4.3,4.1,4.1"
Senin - Minggu (11:00 - 22:00),,021 24523100,"4.3,4.3,3.8,4.1,4.3"
Senin - Minggu (06:00 - 22:00),,021 29938888,"4.3,4.2,3.6,4.5,4.5"
24 Jam,,021 31936868,"4.2,4.7,3.3,4.1,4.2"
Senin - Minggu (11:00 - 22:00),,021 31906000,"4.3,4.6,3.8,3.8,4.0"
Senin - Minggu (10:00 - 22:00),,021 29035915,"4.1,4.2,3.7,4.2,4.2"
"Senin - Sabtu (07:00 - 22:00), Minggu (08:00 - 22:00)",,031 5616263,"4.3,4.3,3.8,4.3,4.4"
Senin - Minggu (10:00 - 22:00),,021 39835108,"4.1,4.0,3.8,3.9,4.1"
Senin - Minggu (10:00 - 22:00),,031 99245298,"4.2,3.9,3.6,4.1,4.1"
Senin - Minggu (11:00 - 20:00),,031 5340446,"4.7,4.3,4.0,4.3,4.3"
Senin - Minggu (10:00 - 22:00),,021 27933279,"4.0,4.1,3.6,4.1,4.2"
"Senin - Kamis (11:30 - 22:00), Jumat - Sabtu (11:30 - 23:30), Minggu (11:30 - 22:00)",,021 72795846,"4.1,4.3,3.7,4.1,4.3"
Senin - Minggu (07:00 - 20:00),Hang Tuah Modern Living Kopitiam ,081210028992,"4.3,3.8,3.9,4.2,4.2"
"Senin - Jumat (10:00 - 21:00), Sabtu - Minggu (09:00 - 21:00)",,021 39708412,"4.0,4.3,3.5,4.1,4.1"
Senin - Minggu (11:00 - 23:00),,081318157232,"4.3,3.4,4.4,4.1,3.9"
Senin - Minggu (09:00 - 22:00),,082115875910,"4.2,4.4,3.8,3.9,4.2"
"Senin - Sabtu (10:00 - 22:00), Minggu (09:00 - 22:00)",,021 2295 6067,"4.5,3.7,3.9,4.2,4.3"
Senin - Minggu (10:00 - 22:00),,021 29866474,"4.5,4.0,3.9,3.9,4.2"
"Senin - Jumat (08:00 - 22:00), Sabtu (08:00 - 23:00), Minggu (08:00 - 22:00)",,021 2295 6067,"4.4,4.2,3.5,4.4,4.1"
"Senin - Jumat (10:00 - 18:00), Sabtu - Minggu (09:00 - 18:00)",,081311412502,"3.9,4.5,3.6,4.2,4.1"
Senin - Minggu (11:00 - 20:00),,021 24522918,"3.9,4.2,3.7,4.1,4.3"
Senin - Minggu (10:00 - 21:00),,081388885835,"4.8,4.0,4.6,4.2,4.8"
Senin - Minggu (08:00 - 21:00),,031 5353506,"4.8,4.2,4.2,4.6,4.6"
Senin - Minggu (11:00 - 21:00),,08112471119,"4.5,4.1,3.6,3.9,4.1"
"Senin - Kamis (11:00 - 20:00), Jumat - Minggu (10:00 - 21:00)",,021 2295 6067,"4.3,3.8,3.7,4.1,4.2"
Senin - Minggu (10:00 - 21:00),,021 22571168,"4.2,4.0,3.4,4.0,4.2"
Senin - Minggu (11:00 - 21:00),,021 29211934,"4.3,3.9,3.7,4.0,4.1"
Senin - Minggu (12:00 - 21:00),,021 55680064,"4.0,4.1,3.9,4.3,4.1"
Senin - Minggu (08:00 - 20:00),,0817758976,"4.1,3.9,4.1,4.2,4.2"
"Senin - Jumat (08:00 - 19:00), Sabtu - Minggu (08:00 - 20:00)",,081284645253,"4.1,4.2,4.1,3.9,4.1"
"Senin - Kamis (07:00 - 21:00), Jumat (07:00 - 11:45, 12:45 - 21:00), Sabtu - Minggu (07:00 - 21:00)",,08118198858,"4.5,4.2,4.5,4.3,4.3"
Senin - Minggu (10:00 - 20:00),,08888404295,"4.3,4.3,4.5,4.3,4.3"
Senin - Minggu (10:00 - 22:00),,021 29310500,"4.2,4.0,3.7,4.1,4.1"
"Senin - Jumat (08:00 - 20:00), Sabtu - Minggu (07:00 - 21:00)",,021 29171233,"4.2,4.1,3.7,3.9,4.1"
Senin - Minggu (11:00 - 21:30),,021 5503749,"4.5,4.0,4.2,3.9,4.1"
Senin - Minggu (08:00 - 22:00),,085260145316,"4.3,4.3,3.7,4.4,4.2"
Senin - Minggu (11:00 - 21:00),,031 51164450,"4.4,4.1,4.1,4.3,4.0"
Senin - Minggu (07:00 - 21:00),,082317171515,"4.3,4.5,3.7,4.0,4.2"
Senin - Minggu (10:00 - 19:00),,087852711792,"4.0,4.1,3.6,3.9,4.2"
Senin - Minggu (07:00 - 21:00),,081235070304,"4.0,4.3,3.6,3.8,4.2"
Senin - Minggu (07:00 - 21:00),,021 29056891,"4.3,4.5,3.9,4.5,4.1"
"Senin - Sabtu (15:30 - 24:00), Minggu (07:30 - 24:00)",,088742576592,"4.3,4.3,4.3,4.1,4.4"
"Sabtu - Minggu (06:00 - 22:00), Senin - Jumat Tutup",,031 60038888,"5.0,4.7,4.7,5.0,5.0"
Senin - Minggu (09:30 - 21:00),,087877291919,"4.3,4.4,4.1,4.0,4.6"
"Senin - Kamis (10:00 - 24:00), Jumat - Sabtu (10:00 - 02:00), Minggu (10:00 - 24:00)",,021 29529725,"4.4,4.3,4.1,4.3,4.3"
"Senin - Selasa (07:00 - 10:00), Rabu (07:00 - 16:00), Kamis - Minggu (07:00 - 21:00)",,021 73910050,"3.8,4.3,3.9,3.7,4.2"
Senin - Minggu (06:00 - 24:00),,031 99251222,"3.9,4.7,3.7,4.3,4.7"
Senin - Minggu (11:00 - 23:00),,082240933440,"4.3,4.6,3.9,4.3,4.4"
Senin - Minggu (11:00 - 22:00),,021 29200105,"4.4,4.7,3.9,4.0,4.1"
"Senin - Sabtu (10:00 - 22:00), Minggu (08:00 - 22:00)",,021 45864330,"4.5,4.0,3.6,4.2,4.1"
"Senin - Jumat (11:00 - 15:00, 18:00 - 21:00), Sabtu - Minggu (11:00 - 21:00)",,021 30010550,"4.7,4.4,3.6,4.6,4.0"
"Senin - Jumat (10:00 - 19:00), Sabtu - Minggu (09:00 - 20:00)",,087828516999,"4.4,4.3,4.1,4.1,4.4"
Senin - Minggu (10:00 - 21:00),,021 5639249,"4.4,4.3,3.8,4.0,4.3"
"Senin - Jumat (10:00 - 21:00), Sabtu - Minggu (09:00 - 21:00)",,085102677787,"3.8,4.8,3.8,3.8,3.6"
Senin - Minggu (08:00 - 21:00),,08174722288,"4.3,3.9,3.8,3.9,4.0"
"Senin - Jumat (10:00 - 19:00), Sabtu - Minggu (08:00 - 17:00)",,021 29305356,"3.9,4.0,3.9,3.9,4.1"
"Senin - Kamis (12:00 - 20:00), Jumat - Minggu (12:00 - 21:00)",,021 22582723,"4.1,4.2,3.6,3.9,4.0"
"Senin - Kamis (11:00 - 20:00), Jumat - Sabtu (11:00 - 21:00), Minggu (11:00 - 20:00)",,021 72781678,"4.2,4.0,3.8,4.0,4.0"
Senin - Minggu (11:00 - 22:30),,021 7265112,"4.1,4.4,3.7,4.1,4.1"
"Senin - Kamis (10:00 - 22:00), Jumat (10:00 - 23:00), Sabtu (10:00 - 24:00), Minggu (10:00 - 22:00)",,031 51200348,"4.2,4.3,3.5,4.1,4.4"
Senin - Minggu (11:00 - 21:00),,021 3858245,"4.0,4.0,4.1,3.8,3.8"
Senin - Minggu (07:30 - 19:30),,087800036059,"4.0,4.1,3.8,4.2,4.2"
"Senin - Jumat (07:00 - 20:00), Sabtu - Minggu Tutup",,021 22562644,"4.3,4.3,3.8,4.2,4.2"
Senin - Minggu (07:00 - 21:00),,081313131299,"4.5,4.8,4.5,4.8,4.5"
Senin - Minggu (11:00 - 22:00),,021 23580412,"4.3,4.0,3.7,3.7,4.0"
Senin - Minggu (11:30 - 22:00),,021 7398350,"4.3,3.8,3.8,4.3,4.1"
Senin - Minggu (09:00 - 22:00),,08118777232,"4.0,4.5,3.8,4.1,4.0"
Senin - Minggu (11:00 - 22:00),,021 24524352,"4.1,4.2,4.1,4.2,4.1"
Senin - Minggu (08:00 - 20:00),,081919221088,"4.2,4.2,4.0,4.1,4.2"
Senin - Minggu (10:00 - 21:00),,08112332615,"4.4,3.5,4.6,4.0,4.0"
Senin - Minggu (08:30 - 20:00),,085959662888,"4.5,4.1,3.5,4.2,4.2"
Senin - Minggu (11:00 - 21:00),,021 75920345,"4.2,4.1,3.7,4.1,4.1"
"Senin - Kamis (11:00 - 22:00), Jumat - Sabtu (11:00 - 24:00), Minggu (10:00 - 22:00)",,021 27654988,"4.1,3.8,4.0,3.9,4.0"
Senin - Minggu (10:00 - 20:00),,085697303045,"4.3,3.9,3.7,3.9,4.0"
Senin - Minggu (08:00 - 22:30),,021 22983744,"4.0,4.0,4.0,3.8,4.0"
Senin - Minggu (10:00 - 22:00),,031 5480354,"3.9,4.2,3.6,4.4,4.4"
Senin - Minggu (10:00 - 22:00),,021 7355300,"4.4,3.7,4.1,4.1,3.9"
Senin - Minggu (11:00 - 21:00),,021 45866210,"4.3,4.1,3.6,4.1,4.2"
"Senin - Kamis (10:00 - 22:00), Jumat (10:00 - 18:00), Sabtu (18:00 - 22:00), Minggu (10:00 - 22:00)",,081211000243,"5.0,3.5,4.7,4.5,4.2"
Senin - Minggu (10:00 - 21:00),,021 2521813,"4.7,4.2,4.3,4.0,4.5"
Senin - Minggu (07:00 - 22:00),,081919221110,"4.5,4.2,4.3,4.5,4.3"
"Selasa - Kamis (10:00 - 21:00), Jumat - Sabtu (13:00 - 22:00), Minggu (10:00 - 21:00), Senin Tutup",,087887820587,"4.2,4.2,4.8,4.3,4.5"
Senin - Minggu (07:00 - 21:00),,08111689667,"3.8,4.2,3.5,4.1,4.2"
Senin - Minggu (09:00 - 21:00),,0856958338895,"5.0,4.7,5.0,4.7,4.7"
"Senin - Kamis (09:00 - 22:00), Jumat - Sabtu (09:00 - 23:00), Minggu (09:00 - 22:00)",,021 7267619,"4.0,4.4,3.7,3.9,3.9"
"Senin - Jumat (08:00 - 22:00), Sabtu - Minggu (07:00 - 22:00)",,08170700703,"3.9,4.5,3.5,3.9,4.1"
Senin - Minggu (09:00 - 20:00),,021 22454230,"4.2,4.4,3.5,3.6,4.0"
Senin - Minggu (11:00 - 22:00),,081223223273,"4.2,4.1,4.0,3.8,4.3"
Senin - Minggu (11:00 - 21:30),Japanese Restaurant,081234582177,"4.4,4.2,3.6,3.6,4.4"
Senin - Minggu (11:00 - 22:00),,021 25684108,"4.0,4.3,3.6,4.4,4.3"
Senin - Minggu (07:00 - 21:00),,081317721090,"4.1,4.2,3.9,4.1,4.1"
Senin - Minggu (11:00 - 21:00),,021 2295 6067,"4.2,3.8,4.3,4.1,4.1"
Senin - Minggu (10:00 - 21:00),,021 29181350,"4.5,3.8,3.8,4.1,4.3"
"Selasa - Minggu (11:00 - 21:00), Senin Tutup",,021 22956116,"3.7,4.4,3.5,3.8,4.1"
Senin - Minggu (10:00 - 21:00),,08119298010,"4.8,3.6,4.4,3.7,4.1"
Senin - Minggu (10:00 - 21:00),,022 20501994,"4.2,4.3,4.0,4.1,4.2"
Senin - Minggu (11:00 - 22:00),,031 5946653,"4.7,4.0,3.8,4.2,4.1"
"Senin - Jumat (09:00 - 21:00), Sabtu - Minggu (08:00 - 21:00)",,081932209871,"4.3,4.3,3.9,4.0,4.1"
Senin - Minggu (08:00 - 22:00),,081316761025,"4.5,3.9,4.1,4.1,4.2"
"Senin - Jumat (11:00 - 22:00), Sabtu (11:00 - 23:00), Minggu (11:00 - 22:00)",,022 2500577,"4.1,4.7,3.6,4.2,4.3"
Senin - Minggu (12:00 - 20:00),,0818999938,"3.7,4.8,3.9,4.1,4.4"
Senin - Minggu (08:30 - 21:00),,085959208095,"4.4,4.3,4.3,4.0,4.1"
Senin - Minggu (09:00 - 22:00),,08112131193,"4.3,4.4,4.3,3.9,4.3"
Senin - Minggu (10:00 - 23:00),,031 7406919,"4.3,5.0,3.3,4.5,4.5"
Senin - Minggu (10:00 - 21:00),,021 29239589,"4.4,4.4,3.7,4.3,4.6"
Senin - Minggu (09:00 - 22:00),,021 25981666,"4.3,4.4,4.3,4.1,4.1"
Senin - Minggu (10:00 - 22:00),,021 78870840,"4.4,4.0,3.6,3.9,4.1"
"Senin - Jumat (10:00 - 22:00), Sabtu (11:00 - 23:00), Minggu (10:00 - 22:00)",,082122113248,"4.0,4.4,3.5,3.9,4.4"
Senin - Minggu (07:00 - 21:00),,021 22454501,"4.0,4.3,3.6,4.1,4.1"
Senin - Minggu (12:00 - 21:30),,089661817200,"4.1,4.1,4.2,4.4,4.3"
"Senin - Jumat (09:00 - 22:00), Sabtu - Minggu (08:00 - 23:00)",,021 2295 6067,"4.5,5.0,4.3,4.5,4.5"
Senin - Minggu (11:00 - 20:00),,021 54202731,"3.8,4.2,3.9,3.9,4.1"
Senin - Minggu (10:00 - 23:00),,021 5252605,"4.2,3.8,4.2,3.8,3.7"
Senin - Minggu (08:00 - 22:00),,021 22549620,"4.1,4.0,3.9,3.9,3.8"
Senin - Minggu (09:00 - 20:30),,087889091887,"4.3,4.3,3.6,4.1,4.4"
"Senin (17:30 - 22:00), Selasa - Kamis (10:00 - 22:00), Jumat - Sabtu (10:00 - 23:00), Minggu (09:00 - 22:00)",,021 27085023,"4.3,4.3,3.8,4.1,4.0"
Senin - Minggu (10:00 - 21:00),,021 5822459,"4.3,4.0,3.6,4.2,4.1"
"Senin - Jumat (11:00 - 21:00), Sabtu - Minggu (07:00 - 22:00)",,022 7234018,"4.1,4.5,3.2,4.0,4.2"
"Senin - Sabtu (07:00 - 22:00), Minggu Tutup",,021 7653550,"4.3,3.8,4.3,4.3,4.2"
Senin - Minggu (10:00 - 22:00),,021 29168326,"4.1,4.1,3.7,4.4,4.2"
Senin - Minggu (10:00 - 22:00),,031 99247342,"4.2,4.1,3.8,4.0,4.1"
Senin - Minggu (09:00 - 21:00),,021 2295 6067,"3.9,4.6,4.1,4.1,3.9"
Senin - Minggu (06:00 - 22:00),,082214888826,"4.3,4.2,4.2,3.8,4.0"
"Senin - Jumat (10:00 - 21:00), Sabtu (08:00 - 21:00), Minggu (08:00 - 21:00)",,082210063600,"4.5,3.2,4.1,4.1,3.9"
Senin - Minggu (09:00 - 22:00),,021 2295 6067,"3.9,4.4,3.8,3.8,4.1"
Senin - Minggu (07:00 - 22:00),,082112781944,"4.2,4.4,3.7,4.1,4.1"
Senin - Minggu (10:00 - 21:00),,021 29888872,"4.2,4.0,3.8,4.2,4.1"
Senin - Minggu (10:00 - 21:00),Voted New York City's Favourite Bubble Tea in 2019,081294264463,"4.3,3.6,4.2,4.2,4.2"
"Senin - Kamis (11:00 - 21:00), Jumat - Minggu (10:00 - 21:00)",,082299119957,"4.3,3.8,4.1,3.6,3.8"
Senin - Minggu (07:00 - 21:00),,021 2295 6067,"4.2,4.0,3.9,3.8,3.8"
"Senin - Sabtu (11:00 - 22:00), Minggu (10:00 - 22:00)",,031 99252209 ,"4.3,4.1,3.7,4.1,4.3"
"Senin - Jumat (12:00 - 22:00), Sabtu - Minggu (11:00 - 22:00)",,08118844116,"4.5,4.5,4.2,4.2,4.2"
Senin - Minggu (10:00 - 21:00),,021 29924217,"4.1,4.3,3.5,4.0,4.1"
Senin - Minggu (10:00 - 21:00),,021 29056760,"4.3,3.9,3.9,4.1,4.1"
Senin - Minggu (07:00 - 23:00),,022 20450009,"4.1,4.4,3.3,4.5,4.1"
Senin - Minggu (10:00 - 21:00),,021 57900146,"4.3,4.1,3.4,4.1,4.1"
Senin - Minggu (10:00 - 22:00),,021 5683085,"4.3,3.9,4.1,4.0,4.1"
Senin - Minggu (11:30 - 21:00),,021 5711577,"3.7,4.4,3.7,4.1,4.3"
"Senin - Kamis (11:00 - 20:00), Jumat - Minggu (09:00 - 21:00) ",,022 20507169,"4.1,4.3,3.3,4.3,4.3"
Senin - Minggu (10:00 - 21:00),,082111743494,"4.0,4.2,3.7,4.4,4.2"
"Senin - Jumat (07:00 - 17:00), Sabtu - Minggu (08:00 - 17:00)",,085239523220,"4.2,3.7,3.8,4.5,4.2"
Senin - Minggu (10:00 - 22:00),,021 56985186,"4.2,4.0,3.9,3.8,4.2"
"Senin (11:00 - 01:00), Selasa - Kamis (11:00 - 02:00), Jumat - Sabtu (11:00 - 03:00), Minggu Tutup",,087771711675,"4.0,4.3,3.5,4.1,4.1"
Senin - Minggu (11:00 - 23:00),,031 7451107,"4.8,4.5,4.3,4.8,4.8"
Senin - Minggu (10:00 - 21:00),,08112328080,"4.6,4.6,4.4,4.2,4.2"
"Selasa - Minggu (08:00 - 20:00), Senin Tutup",,082260188460,"4.2,4.8,4.6,4.0,4.4"
"Senin - Sabtu (15:00 - 22:00), Minggu Tutup",,087883239777,"4.3,4.3,4.0,4.7,4.3"
Senin - Minggu (10:00 - 22:00),,021 29168220,"4.3,3.6,4.0,3.9,3.9"
Senin - Minggu (12:00 - 21:00),,021 2295 6067,"4.6,4.3,4.1,3.9,3.9"
Senin - Minggu (10:00 - 22:00),,021 2295 6067,"4.8,3.8,4.1,4.4,4.4"
"Senin - Kamis (10:00 - 22:00), Jumat - Sabtu (10:00 - 24:00), Minggu (10:00 - 22:00)",,021 2295 6067,"4.6,3.9,4.4,4.1,4.0"
"Senin - Kamis (07:00 - 21:00), Jumat - Sabtu (07:00 - 22:00), Minggu (07:00 - 21:00)",,081775115155,"4.1,4.8,3.6,4.3,4.3"
Senin - Minggu (09:00 - 22:00),,031 5980280,"4.3,4.4,3.7,3.9,4.3"
Senin - Minggu (09:00 - 21:00),,081283413252,"4.1,4.7,3.4,4.2,4.3"
Senin - Minggu (10:00 - 21:00),,021 2295 6067,"4.4,4.0,4.1,4.2,4.0"
Senin - Minggu (09:00 - 21:00),,021 75920338,"4.3,4.3,3.9,4.2,3.9"
Senin - Minggu (09:00 - 19:00),,021 7395963,"4.3,4.0,3.6,3.8,4.0"
